"lemma","custom_pos","Frequency"
"shadows","n",88
"maker","n",8
"maker","v",1
"sad","adj",43
"sad","n",2
"heat","adj",1
"heat","n",11
"heat","v",1
"minds","n",14
"remarkably","adv",2
"cheat","n",2
"cheat","v",14
"amuse","adj",2
"amuse","v",3
"wickedness","n",7
"provide","v",9
"victim","n",4
"hurt","adv",1
"hurt","n",17
"hurt","v",55
"tougher","adj",3
"chink","n",3
"sin","adj",1
"sin","n",4
"angrier","adj",1
"conquer","v",15
"torment","n",21
"torment","v",9
"unbearable","adj",6
"worth","adj",16
"worth","n",9
"worth","prep",1
"furtive","adj",3
"resentful","adj",1
"altogether","adv",30
"altogether","n",1
"wretch","n",7
"wretch","v",7
"surely","adv",25
"treacherously","adv",2
"abandon","prep",2
"abandon","v",9
"someone","pron",28
"grip","n",8
"grip","v",18
"playing","v",1
"cast","adv",1
"cast","n",8
"cast","v",97
"aside","adv",65
"aside","n",3
"aside","prep",31
"aside","v",1
"suite","v",1
"laughing","n",1
"laughing","v",7
"strangest","adj",4
"strangest","n",1
"betraye","v",10
"devoure","v",5
"awake","adj",25
"awake","adv",1
"awake","n",15
"awake","v",8
"imaginable","adj",1
"plainer","n",4
"meant","v",1
"encouraging","adj",1
"glint","n",20
"glint","v",33
"apart","adv",20
"apart","n",2
"apart","v",1
"sharply","adv",20
"proof","adj",1
"proof","n",4
"gap","n",34
"gap","v",6
"liar","n",5
"sift","v",1
"matriarch","n",1
"grain","n",4
"defence","n",29
"gnaw","v",13
"bone","n",44
"bone","v",3
"previously","adv",1
"desperately","adv",9
"harsh","adj",27
"harsh","v",1
"wrng","v",1
"snivelling","n",1
"snarling","n",4
"snarling","v",2
"misunderstood","v",1
"told","v",2
"mutter","n",3
"mutter","v",78
"gel","n",1
"gel","v",4
"baggins","n",6
"foolishly","adv",5
"devour","v",2
"timid","adj",5
"timid","n",1
"mortally","adv",3
"frightened","adj",11
"frightened","v",3
"unwary","adj",3
"trail","n",51
"trail","v",4
"threat","n",20
"squeeze","n",1
"squeeze","v",7
"sample","n",2
"weary","adj",94
"weary","adv",2
"weary","interj",3
"weary","n",9
"weary","v",7
"snarl","n",4
"snarl","v",15
"padding","v",1
"street","n",26
"ears","n",12
"track","n",28
"track","v",6
"task","n",36
"terror","n",70
"ghost","n",14
"drank","n",2
"drank","v",24
"nests","n",1
"crept","n",12
"crept","v",18
"cradle","n",1
"ken","n",1
"mistake","n",22
"mistake","v",4
"worst","adj",26
"worst","adv",3
"worst","n",1
"worst","v",1
"greatest","adj",22
"huntsman","n",3
"success","n",2
"chase","n",12
"chase","v",5
"cruel","adj",31
"cruel","n",4
"cruel","v",3
"gollum","interj",8
"gollum","n",14
"gollum","v",1
"whin","prep",1
"whin","v",14
"cringe","v",4
"rub","v",20
"lick","v",13
"torture","n",1
"torture","v",2
"sneaking","v",1
"summon","n",13
"summon","prep",2
"summon","v",26
"hatre","n",2
"hatre","v",5
"lurk","n",1
"lurk","v",17
"examination","n",1
"mischief","adj",1
"mischief","n",20
"done","adj",5
"done","v",5
"alas","adv",15
"alas","conj",3
"alas","n",16
"alas","v",1
"yoisildu","pron",10
"nine","n",7
"heard","n",3
"heard","v",6
"unnoticed","adj",5
"imagine","adj",1
"imagine","v",32
"stab","n",3
"stab","v",25
"vile","n",3
"strike","n",7
"strike","v",49
"ownership","n",1
"frightene","v",8
"horrible","adj",32
"judgement","n",12
"fate","adj",2
"fate","n",28
"fate","v",5
"prison","n",10
"treat","v",14
"kindness","n",12
"exert","v",2
"stake","n",4
"risk","n",6
"risk","v",16
"watchful","adj",19
"melt","v",14
"smooth","adj",36
"smooth","v",2
"roundness","n",1
"fl","v",5
"hottest","adj",2
"weigh","n",1
"weigh","v",12
"hesitat","v",9
"force","n",49
"force","v",28
"grimly","adv",17
"damage","n",6
"damage","v",4
"useless","adj",17
"sledge","n",1
"dint","n",2
"unmade","adj",1
"unmade","v",1
"unscathed","adj",6
"unheate","adj",1
"anvil","n",7
"furnace","n",8
"consume","v",1
"ancalago","prep",1
"grasp","interj",1
"grasp","n",8
"grasp","v",11
"merit","n",2
"merit","v",1
"therefore","adv",33
"therefore","prep",2
"tempt","v",4
"weakness","n",7
"dare","adj",1
"dare","n",3
"dare","v",33
"wield","v",32
"sunlight","adj",1
"sunlight","n",46
"whistling","adv",2
"whistling","n",4
"whistling","v",1
"decision","n",10
"burden","adj",1
"burden","adv",1
"burden","n",58
"burden","v",5
"puffe","v",6
"lid","n",14
"lid","v",1
"intently","adv",13
"gaze","adj",1
"gaze","n",15
"gaze","v",87
"fixedly","adv",1
"ember","n",5
"profound","adj",3
"profound","adv",1
"fable","n",1
"fable","v",2
"sunlit","adj",1
"sunlit","n",9
"meanwhile","adj",1
"meanwhile","adv",4
"meanwhile","conj",2
"meanwhile","n",10
"been","v",3
"earthquake","n",1
"bearable","adj",2
"firm","adj",3
"firm","n",6
"foothold","n",4
"series","n",1
"uprooted","adj",1
"uprooted","v",1
"desperate","adj",34
"desperate","v",1
"flam","adj",1
"flam","n",1
"flam","v",10
"amazing","adj",6
"pinch","n",5
"pinch","v",4
"sake","n",5
"choosing","n",4
"hearing","n",16
"hearing","v",5
"dart","n",14
"dart","v",5
"sill","n",5
"thrust","adj",10
"thrust","adv",12
"thrust","n",12
"thrust","v",34
"squawk","n",1
"curly","adj",3
"haul","v",11
"lor","conj",1
"lor","n",2
"lor","v",2
"sir","adj",10
"sir","adv",1
"sir","n",52
"sir","pron",3
"leastways","interj",1
"leastways","n",2
"leastways","v",1
"trimm","v",1
"exhibit","v",1
"eavesdropp","v",1
"eavesdropping","n",2
"begge","v",22
"pardon","n",28
"pardon","v",8
"bristle","n",1
"quak","v",5
"unnatural","adj",1
"puzzl","v",9
"straight","adj",26
"straight","adv",61
"straight","n",1
"straight","v",1
"dither","v",1
"lift","n",2
"lift","v",112
"clipping","n",1
"sy","n",3
"chok","n",1
"chok","v",17
"upset","adj",1
"upset","v",1
"farewell","adj",3
"farewell","adv",25
"farewell","interj",52
"farewell","n",17
"farewell","v",1
"spotted","v",1
"toad","n",2
"snake","n",19
"knee","n",68
"knee","v",4
"trembl","adj",1
"trembl","v",16
"mouth","n",89
"punish","v",1
"properly","adv",4
"me","adv",1
"me","n",1
"dog","n",36
"dog","v",2
"hooray","interj",1
"object","n",1
"object","v",5
"instantly","adv",1
"delay","adj",3
"delay","n",17
"delay","v",19
"our","adv",3
"our","pron",3
"desirable","adj",1
"saavor","v",1
"summer","n",35
"journeying","v",2
"season","n",7
"privately","adv",1
"eighth","adj",3
"eighth","n",2
"uppermost","adj",1
"anxious","adj",25
"steer","v",14
"ake","v",3
"rashly","adv",3
"lightly","adv",19
"lightly","v",1
"valley","n",158
"astonish","v",3
"giants","n",1
"portent","n",2
"sell","v",13
"loo","adv",1
"loo","interj",1
"buyer","n",1
"disappointed","adj",3
"debatable","adj",1
"theory","n",1
"support","n",2
"support","v",6
"nod","n",4
"nod","v",17
"immeasurable","adj",5
"harder","adj",9
"reason","n",39
"unreason","n",1
"unrevealed","adj",1
"removal","n",3
"wizardry","adj",2
"wizardry","n",8
"buy","n",1
"buy","v",10
"crickhollow","conj",1
"crickhollow","n",4
"crickhollow","v",2
"eastern","adj",64
"credible","adj",1
"arrange","v",8
"idle","adj",18
"immediately","adv",21
"fet","v",9
"impress","adj",1
"latest","adj",12
"uneasiness","n",3
"apple","adj",1
"apple","n",14
"honey","n",5
"dripp","v",5
"comb","n",1
"comb","v",2
"corn","n",8
"packing","n",4
"upside","adv",2
"20th","n",1
"goods","n",14
"helper","n",2
"cheerful","adj",11
"dining","n",3
"s.","n",4
"b","adj",3
"b","n",2
"claw","n",20
"claw","v",6
"sung","v",9
"toast","n",1
"toast","v",1
"remainder","n",7
"luggage","n",10
"charge","n",18
"charge","v",24
"nightfall","adv",3
"nightfall","n",21
"urgently","adv",8
"pleasure","n",9
"training","n",1
"dusty","adj",2
"dusty","n",3
"strenuous","adj",1
"reflection","n",3
"flabby","adv",1
"sandy","adj",2
"haired","adj",4
"haired","v",1
"strictly","adv",1
"midnight","adj",1
"midnight","n",13
"key","adj",2
"key","n",15
"satisfy","v",8
"inventory","n",1
"gamgee","n",2
"capable","adj",4
"plunder","n",3
"plunder","v",5
"officially","adv",1
"conseal","v",1
"prospect","n",5
"wash","n",4
"wash","v",25
"strap","n",2
"strap","v",2
"porch","n",11
"stroll","n",2
"stroll","v",2
"gloomy","adj",13
"gloomy","n",2
"dishevell","v",2
"sunset","n",25
"sunset","v",1
"creep","n",10
"creep","v",48
"indoor","adv",1
"strid","v",19
"aloud","adv",40
"aloud","n",2
"unpleasant","adj",7
"shrill","adj",15
"shrill","n",7
"yonder","adj",2
"yonder","adv",5
"yonder","n",16
"yonder","prep",1
"yonder","v",1
"footstep","n",12
"sick","adj",17
"sick","n",5
"inquirer","n",1
"wip","v",4
"aboard","adv",5
"lane","adj",1
"lane","n",49
"tonight","n",64
"tonight","v",1
"pricking","v",1
"blank","adj",9
"hurrie","adj",1
"hurrie","v",28
"narrow","adj",85
"narrow","n",3
"narrow","v",1
"adjust","v",1
"hoist","v",4
"shapeless","adj",11
"shapeless","conj",1
"fell","n",59
"fell","v",34
"cal","v",1
"gloom","conj",1
"gloom","n",70
"gloom","v",1
"heaviest","adj",3
"snail","n",4
"stoutly","adv",2
"untruthfully","adv",1
"slack","adj",1
"willow","n",34
"wand","n",3
"nonsense","adj",2
"nonsense","adv",1
"nonsense","n",7
"share","n",7
"share","v",16
"file","n",22
"file","v",5
"hedgerow","n",2
"coppice","n",1
"plank","n",1
"ribbon","n",6
"lean","adj",6
"lean","n",1
"lean","v",60
"alder","n",3
"hastily","adv",18
"eastwards","adv",3
"eastwards","conj",1
"eastwards","n",2
"lamps","n",13
"twinkling","n",8
"twinkling","v",4
"gentle","adj",28
"darken","n",1
"darken","v",12
"farm","n",8
"farm","v",1
"hour","n",229
"starry","n",8
"wisp","n",11
"mist","n",129
"creepe","n",1
"creepe","v",10
"birch","n",10
"sway","interj",1
"sway","n",6
"sway","v",26
"net","adj",1
"net","n",12
"net","v",3
"frugal","adj",2
"main","adj",40
"wound","adj",12
"wound","adv",4
"wound","n",48
"wound","prep",1
"wound","v",18
"skirt","n",23
"skirt","v",5
"eastfarthing","n",2
"plunge","n",3
"plunge","v",27
"cloven","adj",3
"cloven","adv",1
"cloven","n",14
"cloven","v",2
"rust","n",2
"rust","v",12
"hum","n",1
"hum","v",13
"lag","v",6
"steep","adj",9
"steep","n",49
"steep","v",7
"yawn","n",1
"yawn","v",19
"sleepy","adj",10
"sleepy","n",8
"spot","n",23
"spot","v",8
"snug","v",1
"fir","n",16
"geography","n",2
"resin","n",1
"scented","v",1
"cone","n",10
"cone","pron",1
"crackle","n",2
"angle","n",7
"curl","n",4
"curl","v",23
"blanket","n",31
"asleep","adj",4
"asleep","adv",21
"asleep","interj",1
"asleep","n",29
"asleep","v",12
"fox","n",4
"clammy","n",5
"wake","n",8
"wake","v",116
"neck","n",67
"neck","v",1
"expedition","n",3
"bath","n",6
"bath","v",8
"bleary","adj",1
"stripp","v",5
"rootless","adv",1
"shadowy","adj",12
"shadowy","n",13
"steeply","adv",23
"hollow","adj",11
"hollow","conj",1
"hollow","n",52
"hollow","v",2
"camping","n",3
"camping","v",2
"kettle","n",2
"outcrop","n",1
"icy","adj",3
"icy","adv",3
"icy","n",3
"splutter","v",4
"truss","v",2
"o'clock","n",12
"across","adv",20
"across","prep",149
"across","v",1
"gear","n",38
"tiring","adj",1
"tiring","n",2
"tiring","v",3
"miles","n",14
"clim","v",24
"zig","n",2
"zagge","v",1
"prepare","adj",3
"prepare","v",40
"clumps","n",1
"haze","n",18
"horizon","n",3
"rhyming","v",1
"encourage","v",12
"remind","v",27
"doorstep","n",7
"tributary","adj",2
"tributary","n",1
"knowing","n",2
"yoyou","pron",2
"unslinge","v",2
"example","n",1
"legs","n",3
"soul","n",1
"traffic","n",5
"jogge","n",1
"jogge","v",3
"level","n",49
"level","v",1
"winding","n",13
"winding","v",2
"sprinkle","v",2
"outlier","n",3
"approaching","n",4
"approaching","v",1
"prevent","v",19
"feeling","n",29
"rider","adv",1
"rider","n",273
"rider","v",1
"apologetically","adv",1
"afterthotch","n",2
"left","adj",34
"left","n",65
"left","v",17
"hoof","n",34
"overshadow","adj",1
"overshadow","v",6
"cautiously","adv",14
"saddle","n",19
"saddle","v",3
"stirrup","n",9
"shadowed","adj",1
"shadowed","v",2
"riding","n",18
"riding","v",1
"elusive","adj",2
"unreasoning","adj",1
"rein","n",4
"crawl","n",5
"crawl","v",66
"disturbing","adj",2
"disturbing","v",1
"describe","v",6
"onlly","adv",1
"yesterday","n",18
"hello","interj",1
"customer","n",4
"hike","v",1
"hisse","v",7
"wasn","v",1
"funny","adj",23
"inquire","v",2
"smelling","adj",1
"smelling","n",1
"chap","n",3
"muttered","v",1
"bite","adj",1
"bite","n",15
"bite","v",16
"sup","n",2
"sup","v",4
"unsettle","v",1
"hinder","adj",1
"hinder","v",24
"tussocky","adj",1
"uneven","adj",2
"uneven","n",1
"thicket","n",38
"lowland","n",7
"oak","n",11
"woodhall","v",1
"huge","adj",67
"hulk","n",1
"alive","adj",46
"alive","n",5
"alive","v",2
"broken","adj",34
"broken","n",1
"broken","v",25
"limb","adj",1
"limb","n",36
"limb","v",4
"decay","adj",1
"decay","n",8
"decay","v",3
"gently","adv",51
"darkening","adj",1
"darkening","n",5
"darkening","v",1
"abreast","adv",4
"abreast","n",1
"brighter","adj",3
"brighter","adv",2
"brighter","n",6
"disquiet","n",4
"disquiet","v",2
"teach","n",1
"teach","v",24
"hidden","adj",27
"hidden","v",13
"thorn","n",12
"nut","conj",1
"nut","n",4
"nut","v",1
"sloe","n",3
"dell","n",34
"fare","n",3
"fare","v",11
"tread","adj",1
"tread","n",3
"tread","v",14
"alight","n",2
"alight","v",1
"shade","n",27
"shade","v",7
"lamp","adj",1
"lamp","n",20
"meat","n",21
"hush","adj",4
"hush","interj",5
"hush","n",1
"hush","v",4
"deeper","adj",33
"deeper","adv",4
"deeper","n",3
"sniffing","n",2
"hiding","n",18
"hiding","v",4
"bole","n",12
"fading","n",9
"fading","v",1
"dim","adj",30
"dim","n",55
"dim","pron",5
"dim","v",7
"moon","n",131
"lighter","adj",14
"lighter","n",2
"snuffling","n",1
"snuffling","v",2
"mingl","adj",1
"mingl","v",8
"starlit","n",1
"straighten","v",3
"retreate","v",3
"hoarse","adj",3
"hoarse","n",8
"singing","adj",5
"singing","n",15
"singing","v",4
"drew","n",5
"drew","v",4
"blend","adj",2
"blend","v",5
"melody","n",3
"woven","adj",5
"woven","n",3
"woven","v",4
"thy","adj",6
"thy","pron",18
"thee","n",15
"thee","v",5
"o","adj",1
"o","interj",28
"o","pron",1
"o","v",1
"shin","adj",1
"shin","n",2
"shin","v",28
"sawn","adj",1
"sawn","v",1
"windy","adj",5
"blossom","n",6
"blossom","prep",1
"blossom","v",4
"wayside","n",1
"glimmer","n",19
"glimmer","v",31
"rim","n",27
"rim","v",2
"wonderful","adj",21
"meaning","n",14
"meaning","v",1
"is","adv",3
"is","n",1
"is","pron",1
"is","v",2
"haile","v",3
"exiles","n",1
"kindred","n",15
"kindred","v",5
"tarry","n",2
"tarry","v",15
"kinsfolk","n",3
"riders","n",32
"overtake","adv",1
"overtake","v",19
"twice","adv",33
"twice","conj",1
"lodge","n",1
"lodge","v",3
"omentielvo","n",1
"scholar","n",1
"shorten","v",6
"faint","adj",35
"faint","n",26
"faint","v",8
"wished","v",1
"footfall","n",6
"stagger","v",17
"joy","adj",2
"joy","adv",1
"joy","n",52
"joy","v",3
"denser","adj",2
"denser","n",3
"brake","n",7
"hazel","n",3
"wooded","adj",4
"wooded","v",7
"presse","v",9
"lights","n",5
"twinkle","n",4
"twinkle","v",9
"drowsiness","n",2
"stole","n",4
"pillow","n",7
"pillow","v",2
"hillock","n",7
"swng","v",1
"rose","n",6
"rose","pron",1
"rose","v",12
"shift","n",3
"shift","v",9
"airs","n",1
"veil","n",20
"veil","v",13
"merriment","n",4
"greensward","n",6
"bough","conj",1
"bough","n",42
"bough","v",1
"blaze","n",10
"blaze","v",18
"bearing","adj",1
"bearing","n",1
"bearing","v",3
"heaped","adj",1
"dish","n",8
"lod","v",1
"greenwood","n",2
"waking","n",12
"waking","v",3
"savour","n",2
"loaf","n",2
"starve","v",12
"fruit","n",21
"wildberry","n",1
"ten","v",14
"fragrant","adj",4
"fragrant","n",3
"thanke","v",3
"bower","n",4
"happenings","n",1
"accomplish","v",6
"going","n",1
"going","v",4
"faithful","adj",17
"snor","v",2
"perceive","adj",1
"perceive","v",31
"haste","n",67
"haste","v",2
"protection","n",11
"terrifying","adj",2
"fence","n",13
"fence","v",5
"rivendell","interj",1
"rivendell","v",4
"counsel","n",80
"counsel","v",14
"pursuer","n",10
"bode","v",1
"subtle","adj",7
"choice","adj",1
"choice","n",59
"unguarded","adj",5
"advise","v",13
"trusty","adj",5
"grateful","adj",7
"gladly","adv",21
"theirs","pron",4
"flee","v",8
"forbode","v",1
"protect","v",7
"strangers","n",7
"lip","n",33
"lip","v",1
"felt","n",2
"felt","v",11
"dreamless","adj",1
"slumber","n",5
"refresh","v",22
"lace","n",2
"lace","v",1
"droop","v",5
"fern","adj",4
"fern","n",14
"strangely","adj",1
"strangely","adv",18
"fluttering","n",4
"cheerfully","adv",2
"troop","n",12
"troop","v",1
"alarming","adj",3
"alarming","n",1
"reminder","n",4
"reminder","prep",1
"evasively","adv",1
"heaven","n",12
"banish","v",4
"pursuit","n",25
"ponder","v",13
"hunger","n",13
"hunger","v",2
"another","adj",1
"climbs","v",1
"rulers","n",2
"closer","adj",10
"closer","adv",9
"closer","n",2
"closer","v",1
"likes","n",4
"gay","adj",2
"gay","n",1
"gay","v",1
"outward","adj",4
"outward","adv",5
"outward","n",1
"thoughtful","adj",7
"content","adj",20
"content","n",10
"content","v",3
"straighter","adj",1
"straighter","n",1
"curve","adj",1
"curve","n",6
"curve","v",5
"causeway","n",13
"bog","n",10
"worrie","v",5
"ditch","n",4
"perch","n",2
"perch","v",3
"sundown","adv",1
"sundown","n",7
"sundown","v",2
"inns","n",6
"cost","n",5
"cost","v",3
"briar","n",7
"scramble","n",3
"scramble","v",19
"slant","adj",4
"slant","n",1
"slant","v",8
"cluster","n",6
"cluster","v",10
"flats","n",11
"tangled","adj",1
"undergrowth","n",4
"dug","adj",1
"dug","v",5
"slippery","adj",3
"slippery","n",3
"sides","conj",1
"sides","n",1
"overhng","n",1
"overhng","prep",2
"overhng","v",2
"bramble","n",13
"bramble","v",1
"inconveniently","adv",1
"check","n",3
"check","v",11
"standing","adj",4
"standing","n",7
"standing","v",1
"bushes","n",24
"whew","interj",1
"ridge","n",58
"stuffy","adj",4
"stuffy","n",2
"scratched","v",1
"sank","n",16
"sank","v",25
"shallower","adj",1
"shallower","adv",1
"shallower","n",1
"brook","n",4
"brook","v",2
"wad","n",1
"wad","v",9
"rush","n",26
"rush","v",22
"treeless","adj",7
"treeless","v",1
"ash","adj",3
"ash","interj",1
"ash","n",30
"ash","v",2
"upward","adj",1
"upward","adv",4
"upward","n",17
"upward","prep",1
"gust","n",5
"overcast","adj",3
"trudge","n",1
"trudge","v",9
"drift","n",11
"drift","v",9
"patter","n",3
"patter","v",2
"trickle","n",3
"trickle","v",3
"pippin","adj",1
"pippin","adv",4
"pippin","n",14
"pippin","prep",11
"pippin","v",4
"longwise","adv",1
"widest","adj",5
"zag","n",1
"mmend","v",6
"rag","n",17
"rag","v",9
"lessen","n",2
"lessen","v",10
"flowers","n",5
"wonderfully","adv",3
"snapp","v",3
"prop","n",2
"prop","v",5
"ho","interj",12
"ho","pron",1
"heal","adj",1
"heal","n",2
"heal","v",27
"woe","adj",2
"woe","n",5
"woe","v",1
"wail","n",6
"wail","v",13
"lonely","adj",23
"lonely","adv",2
"piercing","n",11
"piercing","v",1
"freeze","v",13
"fainter","adj",1
"fainter","adv",3
"fainter","n",2
"chilling","v",1
"quaver","v",3
"moments","n",1
"horseman","n",58
"breaking","n",8
"clouds","n",19
"brightly","adv",10
"tame","adj",2
"tame","v",6
"dike","adj",1
"dike","n",16
"dike","v",1
"drainage","n",1
"phantoms","n",3
"turnip","n",2
"stout","adj",3
"stout","n",24
"rut","n",2
"rut","v",3
"clump","n",1
"bamfurlong","adj",1
"alarmed","adj",1
"alarmed","adv",1
"slot","n",1
"den","n",8
"bucks","n",2
"trespasser","n",2
"ferocious","adj",2
"shameface","v",1
"terrify","v",6
"mushroom","n",9
"varmint","n",1
"fright","n",2
"talking","n",4
"talking","pron",2
"talking","v",3
"thatched","adj",1
"puddifoot","n",1
"dweller","n",3
"wooden","adj",4
"wooden","n",5
"terrific","adj",3
"baying","n",1
"barking","n",1
"shouting","n",4
"shouting","v",4
"fang","n",6
"fang","v",2
"pelt","n",2
"pelt","v",1
"bark","n",10
"bark","v",4
"fiercely","adv",11
"wolvish","n",1
"looking","v",1
"suspiciously","adv",5
"bristl","n",1
"bristl","v",4
"hallo","interj",3
"hallo","v",1
"farmer","n",23
"grin","n",6
"grin","v",3
"lucky","adj",13
"ale","n",12
"them","pron",2
"heel","n",11
"heel","v",2
"introduce","v",5
"baggind","v",1
"arouse","prep",1
"arouse","v",3
"brotch","v",10
"jug","n",1
"brew","n",1
"brew","v",5
"compensate","v",1
"missing","adj",4
"missing","n",1
"missing","v",3
"sip","n",4
"sip","v",2
"mistrust","n",3
"dispose","adj",1
"dispose","v",2
"agricultural","adj",1
"recollect","v",3
"rascal","n",5
"relish","n",2
"relish","v",2
"quickest","adj",2
"quickest","adv",1
"yelp","n",4
"sling","n",1
